sembrada,cosechada,siniestrada,volumenproduccion,latitud,longitud,altitud,cicloproductivo_Otoño-Invierno,cicloproductivo_Perennes,cicloproductivo_Primavera-Verano,modalidad_Riego,modalidad_Temporal,cultivo_Avena forrajera en verde,cultivo_Frijol,cultivo_Maíz grano,cultivo_Pastos y praderas,cultivo_Tomate rojo (jitomate),K=8 Cluster Labels,rendimiento,cultivo,estado
640.0,640.0,0.0,2944.0,22.151655,-100.976958,1864.0,0,0,1,1,0,0,0,1,0,0,5,4.6,Maíz grano,San Luis Potosí
2502.0,602.0,1900.0,3094.0,20.341089,-102.282425,1542.0,0,0,1,0,1,0,0,1,0,0,6,5.14,Maíz grano,Michoacán
1290.41,1290.41,0.0,10671.69,22.886455,-99.027775,73.0,0,1,0,1,0,0,0,0,1,0,3,8.27,Pastos y praderas,Tamaulipas
542.0,542.0,0.0,2601.6,26.763877,-105.58333,1730.0,0,0,1,1,0,0,0,1,0,0,5,4.8,Maíz grano,Chihuahua
1254.0,1254.0,0.0,3272.94,19.335704,-98.064423,2605.0,0,0,1,0,1,0,0,1,0,0,6,2.61,Maíz grano,Tlaxcala
580.0,580.0,0.0,2447.6,18.305336,-95.84139,13.0,0,0,1,0,1,0,0,1,0,0,6,4.22,Maíz grano,Veracruz
950.0,950.0,0.0,3040.0,20.131870000000006,-101.189209,1807.0,0,0,1,0,1,0,0,1,0,0,6,3.2,Maíz grano,Guanajuato
1320.0,1320.0,0.0,20328.0,24.214493,-98.485704,107.0,0,1,0,0,1,0,0,0,1,0,3,15.4,Pastos y praderas,Tamaulipas
1230.0,1230.0,0.0,31967.7,19.708611,-103.464167,1519.0,0,1,0,0,1,0,0,0,1,0,3,25.99,Pastos y praderas,Jalisco
939.0,939.0,0.0,854.49,18.151858,-95.142684,39.0,1,0,0,0,1,0,1,0,0,0,1,0.91,Frijol,Veracruz
2660.0,2660.0,0.0,18620.0,27.840743,-107.589253,2220.0,0,0,1,0,1,1,0,0,0,0,0,7.0,Avena forrajera en verde,Chihuahua
1724.0,1724.0,0.0,2220.0,17.311655,-98.605085,1785.0,0,0,1,0,1,0,0,1,0,0,6,1.29,Maíz grano,Guerrero
1844.0,1844.0,0.0,44058.3,20.841164000000006,-98.717289,1601.0,0,1,0,0,1,0,0,0,1,0,3,23.89,Pastos y praderas,Hidalgo
7.2,7.2,0.0,1115.52,17.277367,-96.884496,1684.0,0,0,1,1,0,0,0,0,0,1,4,154.93,Tomate rojo (jitomate),Oaxaca
2218.0,2218.0,0.0,2661.6,18.498947,-96.954837,1445.0,0,0,1,0,1,0,0,1,0,0,6,1.2,Maíz grano,Puebla
1445.0,1445.0,0.0,29780.0,19.200979,-103.810541,329.0,0,1,0,0,1,0,0,0,1,0,3,20.61,Pastos y praderas,Colima
970.0,970.0,0.0,21922.0,23.975092,-104.044136,1907.0,1,0,0,1,0,1,0,0,0,0,0,22.6,Avena forrajera en verde,Durango
131.0,131.0,0.0,3027.24,19.745548,-89.845044,89.0,1,0,0,1,0,0,0,0,0,1,4,23.11,Tomate rojo (jitomate),Campeche
4834.0,4834.0,0.0,2900.4,18.682768,-97.65354,1948.0,0,0,1,0,1,0,0,1,0,0,6,0.6,Maíz grano,Puebla
580.0,580.0,0.0,3259.6,21.674444,-102.585278,1948.0,0,0,1,1,0,0,0,1,0,0,5,5.62,Maíz grano,Jalisco
619.0,619.0,0.0,3045.2,18.812788,-98.955265,1294.0,0,0,1,0,1,0,0,1,0,0,6,4.92,Maíz grano,Morelos
342.0,342.0,0.0,2640.24,22.149202,-102.276542,1912.0,0,0,1,1,0,0,0,1,0,0,5,7.72,Maíz grano,Aguascalientes
1905.0,1905.0,0.0,2552.7,17.690136,-91.719062,22.0,1,0,0,0,1,0,0,1,0,0,1,1.34,Maíz grano,Chiapas
633.0,633.0,0.0,22192.98,24.023988,-104.670194,1890.0,1,0,0,1,0,0,0,0,1,0,5,35.06,Pastos y praderas,Durango
2192.0,2192.0,0.0,26787.66,27.060257,-101.550029,497.0,0,1,0,0,1,0,0,0,1,0,3,12.22,Pastos y praderas,Coahuila
1600.0,1570.0,30.0,2355.0,15.836111,-96.322093,220.0,0,0,1,0,1,0,0,1,0,0,6,1.5,Maíz grano,Oaxaca
1723.0,1723.0,0.0,2463.89,17.608151,-93.193331,121.0,0,0,1,0,1,0,0,1,0,0,6,1.43,Maíz grano,Chiapas
7.0,7.0,0.0,1274.0,20.349504,-98.356386,2183.0,0,0,1,1,0,0,0,0,0,1,4,182.0,Tomate rojo (jitomate),Hidalgo
2105.0,2105.0,0.0,2631.25,21.273198,-98.374145,60.0,1,0,0,0,1,0,0,1,0,0,1,1.25,Maíz grano,Veracruz
798.0,798.0,0.0,2497.74,17.212739000000006,-100.433129,40.0,0,0,1,1,0,0,0,1,0,0,5,3.13,Maíz grano,Guerrero
552.0,552.0,0.0,16626.24,27.428978000000004,-100.987233,308.0,0,1,0,1,0,0,0,0,1,0,3,30.12,Pastos y praderas,Coahuila
2619.0,2619.0,0.0,2580.0,16.763894,-97.989878,335.0,0,0,1,0,1,0,0,1,0,0,6,0.99,Maíz grano,Oaxaca
1385.0,1385.0,0.0,740.98,18.59062,-98.065329,1302.0,0,0,1,0,1,0,1,0,0,0,2,0.54,Frijol,Puebla
1100.0,1100.0,0.0,2530.0,15.897792,-96.938589,46.0,0,0,1,0,1,0,0,1,0,0,6,2.3,Maíz grano,Oaxaca
488.0,488.0,0.0,2627.36,19.978611,-103.257222,2121.0,0,0,1,0,1,0,0,1,0,0,6,5.38,Maíz grano,Jalisco
2250.0,2250.0,0.0,2475.0,17.17391,-92.333944,782.0,0,0,1,0,1,0,0,1,0,0,6,1.1,Maíz grano,Chiapas
1900.0,1900.0,0.0,2375.0,16.106764000000002,-97.144447,481.0,0,0,1,0,1,0,0,1,0,0,6,1.25,Maíz grano,Oaxaca
2454.0,2454.0,0.0,2930.08,18.23424,-96.830541,1371.0,0,0,1,0,1,0,0,1,0,0,6,1.19,Maíz grano,Oaxaca
605.0,605.0,0.0,3071.5,18.715206,-98.777301,1428.0,0,0,1,0,1,0,0,1,0,0,6,5.08,Maíz grano,Morelos
747.0,747.0,0.0,11802.6,19.73323,-100.352378,2266.0,1,0,0,1,0,1,0,0,0,0,0,15.8,Avena forrajera en verde,Michoacán
2.25,2.25,0.0,1125.0,19.635509,-98.911906,2321.0,0,0,1,1,0,0,0,0,0,1,4,500.0,Tomate rojo (jitomate),México
610.0,610.0,0.0,2848.7,19.685479,-98.868628,2269.0,0,0,1,1,0,0,0,1,0,0,5,4.67,Maíz grano,México
1054.0,1054.0,0.0,3162.0,20.376517,-101.063975,1716.0,0,0,1,0,1,0,0,1,0,0,6,3.0,Maíz grano,Guanajuato
380.0,380.0,0.0,2888.0,19.7475,-103.765278,1260.0,0,0,1,1,0,0,0,1,0,0,5,7.6,Maíz grano,Jalisco
593.04,593.04,0.0,15508.0,19.184387,-99.413736,2790.0,0,0,1,0,1,1,0,0,0,0,0,26.15,Avena forrajera en verde,México
7142.0,5123.0,2019.0,2305.35,23.646359,-100.644198,1577.0,0,0,1,0,1,0,0,1,0,0,6,0.45,Maíz grano,San Luis Potosí
823.0,823.0,0.0,10342.49,24.246944,-99.438056,329.0,0,1,0,1,0,0,0,0,1,0,3,12.57,Pastos y praderas,Tamaulipas
350.0,350.0,0.0,672.5,28.764943,-107.253622,2023.0,0,0,1,1,0,0,1,0,0,0,2,1.92,Frijol,Chihuahua
2010.0,1987.0,23.0,2483.75,16.302222,-97.912861,280.0,0,0,1,0,1,0,0,1,0,0,6,1.25,Maíz grano,Oaxaca
2005.0,1205.0,800.0,2410.0,19.813925,-97.389418,1990.0,0,0,1,0,1,0,0,1,0,0,6,2.0,Maíz grano,Puebla
5350.0,3180.0,2170.0,3148.2,25.450621,-100.849623,1680.0,0,0,1,0,1,0,0,1,0,0,6,0.99,Maíz grano,Coahuila
590.0,590.0,0.0,2773.0,17.335828,-95.700692,419.0,1,0,0,0,1,0,0,1,0,0,1,4.7,Maíz grano,Oaxaca
636.23,636.23,0.0,2843.37,19.264167,-99.529722,2571.0,0,0,1,0,1,0,0,1,0,0,6,4.47,Maíz grano,México
1260.0,1260.0,0.0,2268.0,20.046047,-98.162348,2277.0,0,0,1,0,1,0,0,1,0,0,6,1.8,Maíz grano,Puebla
450.0,450.0,0.0,2745.0,19.888234,-102.208453,1706.0,0,0,1,1,0,0,0,1,0,0,5,6.1,Maíz grano,Michoacán
632.0,632.0,0.0,2717.6,24.826267,-100.077428,1639.0,0,0,1,1,0,0,0,1,0,0,5,4.3,Maíz grano,Nuevo León
5703.0,5703.0,0.0,3138.15,28.952758000000006,-107.829839,1858.0,0,0,1,0,1,0,0,1,0,0,6,0.55,Maíz grano,Chihuahua
22.0,22.0,0.0,1434.4,20.273115,-102.473646,1531.0,1,0,0,1,0,0,0,0,0,1,4,65.2,Tomate rojo (jitomate),Michoacán
320.0,320.0,0.0,3136.0,20.593391,-100.389957,1832.0,0,0,1,1,0,0,0,1,0,0,5,9.8,Maíz grano,Querétaro
6.0,6.0,0.0,1019.76,19.800029,-99.874254,2573.0,0,0,1,1,0,0,0,0,0,1,4,169.96,Tomate rojo (jitomate),México
1577.0,1577.0,0.0,2538.97,17.800395,-91.533846,12.0,0,0,1,0,1,0,0,1,0,0,6,1.61,Maíz grano,Tabasco
880.0,880.0,0.0,2314.4,19.142029,-98.457509,2454.0,0,0,1,0,1,0,0,1,0,0,6,2.63,Maíz grano,Puebla
617.0,617.0,0.0,2659.27,19.159804,-102.053965,646.0,1,0,0,1,0,0,0,1,0,0,5,4.31,Maíz grano,Michoacán
1651.0,1651.0,0.0,2751.57,22.212339,-98.377803,61.0,1,0,0,0,1,0,0,1,0,0,1,1.67,Maíz grano,San Luis Potosí
1678.0,1678.0,0.0,2551.1,18.530111,-92.652187,2.0,1,0,0,0,1,0,0,1,0,0,1,1.52,Maíz grano,Tabasco
149.19,149.19,0.0,4923.27,25.565547,-108.471818,21.0,1,0,0,1,0,0,0,0,0,1,4,33.0,Tomate rojo (jitomate),Sinaloa
423.0,423.0,0.0,615.9,27.550074,-110.082975,26.0,1,0,0,1,0,0,1,0,0,0,5,1.46,Frijol,Sonora
35.0,35.0,0.0,1468.43,19.888234,-102.208453,1706.0,0,0,1,1,0,0,0,0,0,1,4,41.96,Tomate rojo (jitomate),Michoacán
10.69,10.69,0.0,1769.06,16.866685999999998,-96.785633,1499.0,1,0,0,1,0,0,0,0,0,1,4,165.49,Tomate rojo (jitomate),Oaxaca
900.0,900.0,0.0,2880.0,19.809821,-100.88352,1847.0,0,0,1,1,0,0,0,1,0,0,5,3.2,Maíz grano,Michoacán
5.9,5.9,0.0,1068.46,18.581017000000006,-97.92619,1721.0,0,0,1,1,0,0,0,0,0,1,4,181.09,Tomate rojo (jitomate),Puebla
650.0,650.0,0.0,2485.0,19.074457,-100.256116,1347.0,0,0,1,0,1,0,0,1,0,0,6,3.82,Maíz grano,México
2300.0,2300.0,0.0,2530.0,18.266533,-97.147113,1177.0,0,0,1,0,1,0,0,1,0,0,6,1.1,Maíz grano,Puebla
9.0,9.0,0.0,1125.0,18.936271,-98.899175,1640.0,0,0,1,1,0,0,0,0,0,1,4,125.0,Tomate rojo (jitomate),Morelos
1650.0,1650.0,0.0,2540.0,18.065363,-93.1743,11.0,0,0,1,0,1,0,0,1,0,0,6,1.54,Maíz grano,Tabasco
764.0,594.0,0.0,18675.72,28.410104,-100.886631,368.0,0,1,0,1,0,0,0,0,1,0,3,31.44,Pastos y praderas,Coahuila
800.0,800.0,0.0,14884.16,24.246944,-99.438056,329.0,0,1,0,0,1,0,0,0,1,0,3,18.61,Pastos y praderas,Tamaulipas
1005.0,1005.0,0.0,2687.35,19.573365,-98.819719,2285.0,0,0,1,0,1,0,0,1,0,0,6,2.67,Maíz grano,México
1420.0,1420.0,0.0,2350.0,20.504931,-97.669383,120.0,0,0,1,0,1,0,0,1,0,0,6,1.65,Maíz grano,Puebla
900.0,900.0,0.0,3222.0,19.21615,-98.240226,2215.0,0,0,1,1,0,0,0,1,0,0,5,3.58,Maíz grano,Tlaxcala
6.0,6.0,0.0,1065.08,16.866685999999998,-96.785633,1499.0,0,0,1,1,0,0,0,0,0,1,4,177.51,Tomate rojo (jitomate),Oaxaca
759.0,759.0,0.0,27399.9,32.641176,-115.475579,1.0,1,0,0,1,0,0,0,0,1,0,5,36.1,Pastos y praderas,Baja California
847.0,847.0,0.0,609.85,17.591793,-92.826284,20.0,1,0,0,0,1,0,1,0,0,0,1,0.72,Frijol,Tabasco
10.0,10.0,0.0,1030.0,20.551714,-99.312431,1631.0,0,0,1,1,0,0,0,0,0,1,4,103.0,Tomate rojo (jitomate),Hidalgo
1123.0,1123.0,0.0,32454.7,19.211735,-102.587891,452.0,0,1,0,1,0,0,0,0,1,0,3,28.9,Pastos y praderas,Michoacán
1920.0,1920.0,0.0,1092.0,20.150034,-100.510528,1942.0,0,0,1,0,1,0,1,0,0,0,2,0.57,Frijol,Guanajuato
1100.0,1100.0,0.0,2324.3,19.050947,-98.42773,2231.0,0,0,1,0,1,0,0,1,0,0,6,2.11,Maíz grano,Puebla
6704.0,5124.0,1580.0,2690.1,22.399846,-99.600574,1250.0,0,0,1,0,1,0,0,1,0,0,6,0.53,Maíz grano,San Luis Potosí
1340.0,1340.0,0.0,2546.0,17.987838,-92.919416,11.0,0,0,1,0,1,0,0,1,0,0,6,1.9,Maíz grano,Tabasco
2485.0,2485.0,0.0,2930.0,17.33529,-98.012449,1678.0,0,0,1,0,1,0,0,1,0,0,6,1.18,Maíz grano,Oaxaca
1865.0,1865.0,0.0,2051.5,20.897178,-98.583532,924.0,0,0,1,0,1,0,0,1,0,0,6,1.1,Maíz grano,Hidalgo
2050.0,2050.0,0.0,3116.0,17.093611,-93.210556,452.0,0,0,1,0,1,0,0,1,0,0,6,1.52,Maíz grano,Chiapas
1400.0,1400.0,0.0,28728.0,20.004444,-103.15,2073.0,0,1,0,0,1,0,0,0,1,0,3,20.52,Pastos y praderas,Jalisco
840.0,840.0,0.0,2352.0,18.261744,-94.691785,182.0,1,0,0,0,1,0,0,1,0,0,1,2.8,Maíz grano,Veracruz
815.0,815.0,0.0,25920.0,32.641176,-115.475579,1.0,0,1,0,1,0,0,0,0,1,0,3,31.8,Pastos y praderas,Baja California
1502.5,1502.5,0.0,2764.6,22.637261,-105.319985,65.0,0,0,1,0,1,0,0,1,0,0,6,1.84,Maíz grano,Nayarit
695.0,695.0,0.0,2682.7,18.737901,-97.911859,1854.0,0,0,1,1,0,0,0,1,0,0,5,3.86,Maíz grano,Puebla
1110.0,1020.0,90.0,2570.4,18.595482,-95.442725,21.0,0,0,1,0,1,0,0,1,0,0,6,2.52,Maíz grano,Veracruz
284.0,284.0,0.0,730.2,22.512992,-101.913761,2138.0,0,0,1,1,0,0,1,0,0,0,2,2.57,Frijol,Zacatecas
58.0,58.0,0.0,1506.4,25.591008,-100.001594,330.0,1,0,0,1,0,0,0,0,0,1,4,25.97,Tomate rojo (jitomate),Nuevo León
1977.0,1977.0,0.0,2372.4,23.827434,-103.034332,1857.0,0,0,1,0,1,0,0,1,0,0,6,1.2,Maíz grano,Zacatecas
505.0,505.0,0.0,959.5,20.251744,-99.644328,2396.0,0,0,1,1,0,0,1,0,0,0,2,1.9,Frijol,Hidalgo
17.37,17.37,0.0,1633.82,20.093333,-103.38,1378.0,0,0,1,1,0,0,0,0,0,1,4,94.06,Tomate rojo (jitomate),Jalisco
1400.0,1400.0,0.0,2940.0,20.006939000000006,-102.458585,1567.0,0,0,1,0,1,0,0,1,0,0,6,2.1,Maíz grano,Michoacán
830.0,830.0,0.0,2855.2,19.312258,-100.433516,1321.0,0,0,1,0,1,0,0,1,0,0,6,3.44,Maíz grano,Michoacán
379.0,379.0,0.0,2630.53,19.548652,-98.881349,2249.0,0,0,1,1,0,0,0,1,0,0,5,6.94,Maíz grano,México
3754.76,3754.76,0.0,2086.44,21.143283,-88.151955,19.0,0,0,1,0,1,0,0,1,0,0,6,0.56,Maíz grano,Yucatán
620.0,620.0,0.0,2852.0,19.824444,-104.152222,876.0,0,0,1,0,1,0,0,1,0,0,6,4.6,Maíz grano,Jalisco
635.0,635.0,0.0,873.13,18.802161,-96.060888,3.0,1,0,0,0,1,0,1,0,0,0,1,1.38,Frijol,Veracruz
880.0,880.0,0.0,2816.0,19.703384,-101.192046,1920.0,0,0,1,1,0,0,0,1,0,0,5,3.2,Maíz grano,Michoacán
877.0,877.0,0.0,781.0,16.119059,-92.050469,1553.0,1,0,0,0,1,0,1,0,0,0,1,0.89,Frijol,Chiapas
1155.0,1155.0,0.0,2656.5,22.323209,-100.266649,1106.0,0,0,1,1,0,0,0,1,0,0,5,2.3,Maíz grano,San Luis Potosí
1718.0,1718.0,0.0,687.2,17.509133,-91.981033,80.0,1,0,0,0,1,0,1,0,0,0,1,0.4,Frijol,Chiapas
1210.0,1210.0,0.0,2323.2,15.138028,-92.466011,47.0,0,0,1,0,1,0,0,1,0,0,6,1.92,Maíz grano,Chiapas
5.0,5.0,0.0,1222.5,18.769983,-99.360265,1004.0,0,0,1,1,0,0,0,0,0,1,4,244.5,Tomate rojo (jitomate),Morelos
2650.0,2650.0,0.0,2491.0,16.685128,-96.685529,1581.0,0,0,1,0,1,0,0,1,0,0,6,0.94,Maíz grano,Oaxaca
1369.0,1369.0,0.0,2888.59,21.632239,-102.975834,1368.0,0,0,1,0,1,0,0,1,0,0,6,2.11,Maíz grano,Zacatecas
1080.0,1080.0,0.0,2041.2,19.324427,-98.498163,2360.0,0,0,1,0,1,0,0,1,0,0,6,1.89,Maíz grano,Puebla
450.0,450.0,0.0,2721.9,19.410833,-103.549444,1241.0,0,0,1,0,1,0,0,1,0,0,6,6.05,Maíz grano,Jalisco
220.0,220.0,0.0,684.2,20.288541,-100.755942,1776.0,0,0,1,1,0,0,1,0,0,0,2,3.11,Frijol,Guanajuato
5621.0,5621.0,0.0,2079.77,22.664371,-102.109923,2116.0,0,0,1,0,1,0,0,1,0,0,6,0.37,Maíz grano,Zacatecas
1438.0,1438.0,0.0,2160.0,20.897178,-98.583532,924.0,1,0,0,0,1,0,0,1,0,0,1,1.5,Maíz grano,Hidalgo
380.0,380.0,0.0,2078.6,18.447449,-96.360315,58.0,1,0,0,1,0,0,0,1,0,0,5,5.47,Maíz grano,Veracruz
980.0,980.0,0.0,18620.0,20.251744,-99.644328,2396.0,0,0,1,0,1,1,0,0,0,0,0,19.0,Avena forrajera en verde,Hidalgo
2820.0,2765.0,55.0,2450.0,16.971291,-97.666303,2501.0,0,0,1,0,1,0,0,1,0,0,6,0.89,Maíz grano,Oaxaca
596.0,596.0,0.0,2604.52,19.145773,-102.220048,592.0,1,0,0,1,0,0,0,1,0,0,5,4.37,Maíz grano,Michoacán
1150.0,1150.0,0.0,2219.5,19.131102,-98.308074,2177.0,0,0,1,0,1,0,0,1,0,0,6,1.93,Maíz grano,Puebla
3692.0,3692.0,0.0,2658.24,16.908038,-92.095827,893.0,1,0,0,0,1,0,0,1,0,0,1,0.72,Maíz grano,Chiapas
640.0,640.0,0.0,2560.0,21.922014,-103.313975,1648.0,0,0,1,0,1,0,0,1,0,0,6,4.0,Maíz grano,Zacatecas
71.0,71.0,0.0,1273.0,21.961273,-102.343416,1878.0,0,0,1,1,0,0,0,0,0,1,4,17.93,Tomate rojo (jitomate),Aguascalientes
1860.0,1860.0,0.0,18228.0,20.872096,-88.988792,19.0,0,1,0,0,1,0,0,0,1,0,3,9.8,Pastos y praderas,Yucatán
521.9,521.9,0.0,2613.02,19.555591,-99.41738,2820.0,0,0,1,1,0,0,0,1,0,0,5,5.01,Maíz grano,México
475.0,475.0,0.0,10212.5,20.139444,-103.724444,2347.0,0,0,1,0,1,1,0,0,0,0,0,21.5,Avena forrajera en verde,Jalisco
615.0,615.0,0.0,2416.95,19.191367,-102.843708,364.0,0,0,1,0,1,0,0,1,0,0,6,3.93,Maíz grano,Michoacán
2205.0,2205.0,0.0,2116.8,20.780981,-98.443253,1158.0,0,0,1,0,1,0,0,1,0,0,6,0.96,Maíz grano,Veracruz
983.0,983.0,0.0,20751.13,24.023988,-104.670194,1890.0,0,0,1,1,0,1,0,0,0,0,0,21.11,Avena forrajera en verde,Durango
280.0,280.0,0.0,2940.0,24.411346,-106.69153500000002,377.0,1,0,0,1,0,0,0,1,0,0,5,10.5,Maíz grano,Sinaloa
1600.0,1098.0,502.0,2305.8,19.796061,-97.326518,1932.0,0,0,1,0,1,0,0,1,0,0,6,2.1,Maíz grano,Puebla
290.0,290.0,0.0,2987.0,27.496489,-109.932716,36.0,1,0,0,1,0,0,0,1,0,0,5,10.3,Maíz grano,Sonora
2410.0,2410.0,0.0,30366.0,20.018022,-98.636209,2458.0,0,0,1,0,1,1,0,0,0,0,0,12.6,Avena forrajera en verde,Hidalgo
724.0,724.0,0.0,21240.0,22.229233,-102.323069,1952.0,1,0,0,1,0,1,0,0,0,0,0,29.34,Avena forrajera en verde,Aguascalientes
4.5,4.5,0.0,859.5,20.203611,-98.577615,2098.0,0,0,1,1,0,0,0,0,0,1,4,191.0,Tomate rojo (jitomate),Hidalgo
301.0,301.0,0.0,642.6,22.272187,-101.986564,2029.0,0,0,1,1,0,0,1,0,0,0,2,2.13,Frijol,Zacatecas
5.0,5.0,0.0,1220.0,18.781866,-99.231463,1111.0,0,0,1,1,0,0,0,0,0,1,4,244.0,Tomate rojo (jitomate),Morelos
452.0,452.0,0.0,2486.0,18.774278,-95.763929,6.0,0,0,1,0,1,0,0,1,0,0,6,5.5,Maíz grano,Veracruz
1149.0,1149.0,0.0,3159.75,19.234508,-98.315194,2202.0,0,0,1,0,1,0,0,1,0,0,6,2.75,Maíz grano,Tlaxcala
855.0,855.0,0.0,10943.0,24.848678,-98.159621,52.0,0,1,0,0,1,0,0,0,1,0,3,12.8,Pastos y praderas,Tamaulipas
920.0,920.0,0.0,2134.4,19.014412,-98.400957,2144.0,0,0,1,0,1,0,0,1,0,0,6,2.32,Maíz grano,Puebla
896.0,896.0,0.0,2150.4,14.863025,-92.449471,18.0,0,0,1,0,1,0,0,1,0,0,6,2.4,Maíz grano,Chiapas
519.63,519.63,0.0,10392.6,20.967184,-89.624365,10.0,0,1,0,1,0,0,0,0,1,0,3,20.0,Pastos y praderas,Yucatán
614.0,614.0,0.0,2329.4,18.696144,-98.537794,1404.0,0,0,1,1,0,0,0,1,0,0,5,3.79,Maíz grano,Puebla
2203.0,2203.0,0.0,2424.49,16.660062,-92.259942,2115.0,0,0,1,0,1,0,0,1,0,0,6,1.1,Maíz grano,Chiapas
421.0,421.0,0.0,2993.31,19.40418,-98.048823,2506.0,0,0,1,1,0,0,0,1,0,0,5,7.11,Maíz grano,Tlaxcala
14.0,14.0,0.0,825.0,16.339617,-92.565135,784.0,0,0,1,1,0,0,0,0,0,1,4,58.93,Tomate rojo (jitomate),Chiapas
773.0,773.0,0.0,2280.35,17.009002,-100.089367,13.0,0,0,1,1,0,0,0,1,0,0,5,2.95,Maíz grano,Guerrero
710.4,710.4,0.0,13454.0,26.43047,-99.148694,62.0,0,1,0,1,0,0,0,0,1,0,3,18.94,Pastos y praderas,Tamaulipas
3156.0,3156.0,0.0,24932.4,26.064143,-99.196733,99.0,0,1,0,0,1,0,0,0,1,0,3,7.9,Pastos y praderas,Nuevo León
3120.0,3120.0,0.0,2496.0,22.990874,-105.853757,30.0,0,0,1,0,1,0,0,1,0,0,6,0.8,Maíz grano,Sinaloa
1800.0,1800.0,0.0,2340.0,17.690136,-91.719062,22.0,0,0,1,0,1,0,0,1,0,0,6,1.3,Maíz grano,Chiapas
980.0,980.0,0.0,17708.6,25.03908,-105.420945,1730.0,1,0,0,1,0,1,0,0,0,0,0,18.07,Avena forrajera en verde,Durango
342.0,342.0,0.0,2256.6,22.150216,-102.415634,2052.0,0,0,1,1,0,0,0,1,0,0,5,6.6,Maíz grano,Aguascalientes
639.0,639.0,0.0,2217.33,16.797344,-99.390046,86.0,0,0,1,1,0,0,0,1,0,0,5,3.47,Maíz grano,Guerrero
2006.0,2006.0,0.0,2650.9,15.455393,-92.158407,2316.0,0,0,1,0,1,0,0,1,0,0,6,1.32,Maíz grano,Chiapas
1712.0,1712.0,0.0,736.16,17.283484,-92.55172,257.0,1,0,0,0,1,0,1,0,0,0,1,0.43,Frijol,Chiapas
879.0,879.0,0.0,2197.5,18.246447,-94.760239,119.0,1,0,0,0,1,0,0,1,0,0,1,2.5,Maíz grano,Veracruz
442.0,442.0,0.0,2881.84,19.431364,-97.796532,2599.0,0,0,1,1,0,0,0,1,0,0,5,6.52,Maíz grano,Tlaxcala
595.0,595.0,0.0,2106.3,16.471985999999998,-98.416745,51.0,1,0,0,1,0,0,0,1,0,0,5,3.54,Maíz grano,Guerrero
1650.0,1475.0,175.0,2380.0,17.98943,-93.376856,19.0,1,0,0,0,1,0,0,1,0,0,1,1.61,Maíz grano,Tabasco
37.0,37.0,0.0,1300.0,16.315947,-91.981568,1525.0,0,0,1,1,0,0,0,0,0,1,4,35.14,Tomate rojo (jitomate),Chiapas
560.0,560.0,0.0,2520.0,24.294446,-103.451449,1963.0,0,0,1,1,0,0,0,1,0,0,5,4.5,Maíz grano,Zacatecas
3321.0,3321.0,0.0,1924.81,20.333655,-88.486486,26.0,0,0,1,0,1,0,0,1,0,0,6,0.58,Maíz grano,Yucatán
1595.0,1595.0,0.0,2025.65,17.865812,-93.147108,20.0,1,0,0,0,1,0,0,1,0,0,1,1.27,Maíz grano,Chiapas
1250.0,1250.0,0.0,26250.0,19.933611,-102.940278,1943.0,0,1,0,0,1,0,0,0,1,0,3,21.0,Pastos y praderas,Jalisco
1020.0,1020.0,0.0,2754.0,17.470891,-95.879883,474.0,1,0,0,0,1,0,0,1,0,0,1,2.7,Maíz grano,Oaxaca
455.0,455.0,0.0,2502.5,19.713778,-99.223514,2290.0,0,0,1,1,0,0,0,1,0,0,5,5.5,Maíz grano,México
1210.0,1210.0,0.0,2662.0,19.790059,-100.968493,1921.0,0,0,1,0,1,0,0,1,0,0,6,2.2,Maíz grano,Michoacán
575.0,575.0,0.0,2280.0,19.194395,-100.131607,1820.0,0,0,1,1,0,0,0,1,0,0,5,3.97,Maíz grano,México
15.0,15.0,0.0,1815.0,27.496489,-109.932716,36.0,1,0,0,1,0,0,0,0,0,1,4,121.0,Tomate rojo (jitomate),Sonora
1310.0,1279.0,31.0,2289.41,20.477393,-97.008451,1.0,0,0,1,0,1,0,0,1,0,0,6,1.79,Maíz grano,Veracruz
49.0,49.0,0.0,2597.0,20.118998,-102.851005,1545.0,0,0,1,1,0,0,0,0,0,1,4,53.0,Tomate rojo (jitomate),Michoacán
5616.0,5616.0,0.0,39088.08,20.689726,-88.20098,28.0,0,1,0,0,1,0,0,0,1,0,3,6.96,Pastos y praderas,Yucatán
1550.0,1100.0,450.0,2145.0,19.8399,-97.459279,1947.0,0,0,1,0,1,0,0,1,0,0,6,1.95,Maíz grano,Puebla
800.0,800.0,0.0,11599.88,19.053867,-101.419531,725.0,0,1,0,0,1,0,0,0,1,0,3,14.5,Pastos y praderas,Michoacán
575.0,575.0,0.0,2415.0,25.783258,-100.053678,338.0,0,0,1,1,0,0,0,1,0,0,5,4.2,Maíz grano,Nuevo León
1232.0,1232.0,0.0,2710.4,17.962334,-102.197981,10.0,0,0,1,0,1,0,0,1,0,0,6,2.2,Maíz grano,Michoacán
600.0,600.0,0.0,17580.0,24.888313,-105.074205,1991.0,1,0,0,1,0,1,0,0,0,0,0,29.3,Avena forrajera en verde,Durango
560.0,560.0,0.0,2251.2,18.364774,-95.796359,15.0,1,0,0,0,1,0,0,1,0,0,1,4.02,Maíz grano,Veracruz
